,domain,ip,rrtype,source,first_seen,last_seen
21,i-acb.com,152.32.250.218,A,VirusTotal,2021-03-10 10:40:32,2021-03-10 10:40:32
22,i-sacombank.publicvm.com,152.32.250.218,A,VirusTotal,2021-03-10 02:33:30,2021-03-10 02:33:30
23,isacombank.publicvm.com,152.32.250.218,A,VirusTotal,2021-03-09 13:45:20,2021-03-09 13:45:20
24,ovmfre.com,152.32.250.218,A,VirusTotal,2021-03-02 08:45:33,2021-03-02 08:45:33
25,sacombank.publicvm.com,152.32.250.218,A,VirusTotal,2021-03-09 06:46:38,2021-03-09 06:46:38
26,sacommbank.com,152.32.250.218,A,VirusTotal,2021-03-01 07:50:30,2021-03-01 07:50:30
27,www.6d3f0248c3193e5519a461c8eb8a0183e39ff5c3.com,152.32.250.218,A,VirusTotal,2021-03-08 12:48:15,2021-03-08 12:48:15
28,www.datasacombank.publicvm.com,152.32.250.218,A,VirusTotal,2021-03-09 06:55:12,2021-03-09 06:55:12
29,www.isacombank.publicvm.com,152.32.250.218,A,VirusTotal,2021-03-09 13:45:14,2021-03-09 13:45:14
30,www.sacombank.publicvm.com,152.32.250.218,A,VirusTotal,2021-03-09 06:46:33,2021-03-09 06:46:33
31,data.6d3f0248c3193e5519a461c8eb8a0183e39ff5c3.com,152.32.250.218,A,Risk IQ,2021-03-07 02:49:28,2021-05-28 08:58:55
32,6d3f0248c3193e5519a461c8eb8a0183e39ff5c3.com,152.32.250.218,A,Risk IQ,2021-03-07 02:36:14,2021-06-17 14:15:03
33,datasacombank.publicvm.com,152.32.250.218,A,Risk IQ,2021-03-08 22:57:49,2021-05-31 02:25:20
34,sacombank.publicvm.com,152.32.250.218,A,Risk IQ,2021-03-08 22:52:28,2021-05-31 02:28:17
35,acbcenter.com,152.32.250.218,A,Risk IQ,2021-03-04 01:58:08,2021-06-14 15:04:52
36,data.acbcenter.com,152.32.250.218,A,Risk IQ,2021-05-23 20:36:08,2021-05-27 22:58:41
37,data.isacombank.publicvm.com,152.32.250.218,A,Risk IQ,2021-03-09 05:56:44,2021-05-31 02:28:36
38,i-sacombank.publicvm.com,152.32.250.218,A,Risk IQ,2021-03-09 18:38:31,2021-04-21 17:43:37
39,isacombank.publicvm.com,152.32.250.218,A,Risk IQ,2021-03-09 05:48:44,2021-05-27 22:58:51
40,www.sacombank.publicvm.com,152.32.250.218,A,Risk IQ,2021-03-08 22:52:17,2021-05-28 08:58:53
41,www.isacombank.publicvm.com,152.32.250.218,A,Risk IQ,2021-03-09 05:47:52,2021-05-28 08:58:51
42,data.03be7065a81219f3831de0ea00118a72f0f5052a.com,152.32.250.218,A,Risk IQ,2021-03-08 14:14:17,2021-05-28 08:58:52
43,www.6d3f0248c3193e5519a461c8eb8a0183e39ff5c3.com,152.32.250.218,A,Risk IQ,2021-03-07 15:18:38,2021-05-28 08:58:53
44,03be7065a81219f3831de0ea00118a72f0f5052a.com,152.32.250.218,A,Risk IQ,2021-03-10 09:03:01,2021-06-17 14:10:13
45,data.sacombank.publicvm.com,152.32.250.218,A,Risk IQ,2021-03-09 06:18:36,2021-05-28 08:58:47
46,www.datasacombank.publicvm.com,152.32.250.218,A,Risk IQ,2021-03-08 22:57:49,2021-05-28 08:58:51
